# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.283901739661834004e-03 5.711088771543084874e+01 2.115526349913851845e+03 3.926001797402854208e+03 5.875991642052270436e+03 1.283901739661834004e-03 5.711088771543084874e+01 2.115526349913851845e+03 3.926001797402854208e+03 5.875991642052270436e+03
5.000000000000000000e+01 4.790623067463407603e-01 2.293159732283143057e+02 9.026500873430236425e+02 2.531697431457448602e+03 2.838846135691360359e+03 4.790623067463407603e-01 2.293159732283143057e+02 9.026500873430236425e+02 2.531697431457448602e+03 2.838846135691360359e+03
1.000000000000000000e+02 1.808298169702068581e+00 4.367240180259904037e+02 6.966958022520112763e+02 1.588566859566301446e+03 1.800924840577746636e+03 1.808298169702068581e+00 4.367240180259904037e+02 6.966958022520112763e+02 1.588566859566301446e+03 1.800924840577746636e+03
1.500000000000000000e+02 2.456154761470077830e+00 3.949619276468856128e+02 6.535957086099372191e+02 1.141207236235180744e+03 1.421054785635156804e+03 2.456154761470077830e+00 3.949619276468856128e+02 6.535957086099372191e+02 1.141207236235180744e+03 1.421054785635156804e+03
2.000000000000000000e+02 2.706209470613754497e+00 3.139126015433135990e+02 6.121203460849455951e+02 9.526604482876233533e+02 1.247385656197791832e+03 2.706209470613754497e+00 3.139126015433135990e+02 6.121203460849455951e+02 9.526604482876233533e+02 1.247385656197791832e+03
2.500000000000000000e+02 2.919955619788766832e+00 2.465531349206926564e+02 5.741574352102721832e+02 8.749864965403003225e+02 1.157342223253387601e+03 2.919955619788766832e+00 2.465531349206926564e+02 5.741574352102721832e+02 8.749864965403003225e+02 1.157342223253387601e+03
3.000000000000000000e+02 3.208812275325324759e+00 2.030186414109806776e+02 5.475135587546470788e+02 8.418138713661858219e+02 1.102423614200642533e+03 3.208812275325324759e+00 2.030186414109806776e+02 5.475135587546470788e+02 8.418138713661858219e+02 1.102423614200642533e+03
3.500000000000000000e+02 3.539868191847389767e+00 1.751052070424489102e+02 5.309459773822335364e+02 8.265130165888933789e+02 1.060257541893819280e+03 3.539868191847389767e+00 1.751052070424489102e+02 5.309459773822335364e+02 8.265130165888933789e+02 1.060257541893819280e+03
4.000000000000000000e+02 3.852103206846764660e+00 1.536685523198503063e+02 5.196760656209753506e+02 8.183099048105312932e+02 1.020623212108862504e+03 3.852103206846764660e+00 1.536685523198503063e+02 5.196760656209753506e+02 8.183099048105312932e+02 1.020623212108862504e+03
4.500000000000000000e+02 4.112940229224355981e+00 1.349487857077071453e+02 5.101644564821093013e+02 8.123109651683514585e+02 9.788280620863860122e+02 4.112940229224355981e+00 1.349487857077071453e+02 5.101644564821093013e+02 8.123109651683514585e+02 9.788280620863860122e+02
5.000000000000000000e+02 4.315690857891925525e+00 1.181554193382385733e+02 5.003715564959306903e+02 8.064251282802063088e+02 9.322595659531659749e+02 4.315690857891925525e+00 1.181554193382385733e+02 5.003715564959306903e+02 8.064251282802063088e+02 9.322595659531659749e+02
5.500000000000000000e+02 4.478433653918812318e+00 1.032456323163721095e+02 4.883801240079927197e+02 8.000067711655804032e+02 8.797171833087692221e+02 4.478433653918812318e+00 1.032456323163721095e+02 4.883801240079927197e+02 8.000067711655804032e+02 8.797171833087692221e+02
6.000000000000000000e+02 4.631402735558906691e+00 9.009437840933549069e+01 4.718599920356923008e+02 7.930961721621602010e+02 8.198956317292800122e+02 4.631402735558906691e+00 9.009437840933549069e+01 4.718599920356923008e+02 7.930961721621602010e+02 8.198956317292800122e+02
6.500000000000000000e+02 4.806639625357131962e+00 7.838619352146503161e+01 4.466831029653375822e+02 7.849857529956688040e+02 7.505743554255618619e+02 4.806639625357131962e+00 7.838619352146503161e+01 4.466831029653375822e+02 7.849857529956688040e+02 7.505743554255618619e+02
7.000000000000000000e+02 5.095115558314566861e+00 6.916548943095294533e+01 4.207881711375745795e+02 7.747593214550523726e+02 6.792401605137372371e+02 5.095115558314566861e+00 6.916548943095294533e+01 4.207881711375745795e+02 7.747593214550523726e+02 6.792401605137372371e+02
7.500000000000000000e+02 5.353289259039734738e+00 6.135214814426803542e+01 4.041636005969443772e+02 7.612670886832555652e+02 6.062500174648371285e+02 5.353289259039734738e+00 6.135214814426803542e+01 4.041636005969443772e+02 7.612670886832555652e+02 6.062500174648371285e+02
8.000000000000000000e+02 5.539671454344008872e+00 5.444515025675059405e+01 3.893253671871450479e+02 7.452368990976834766e+02 5.313630077274358428e+02 5.539671454344008872e+00 5.444515025675059405e+01 3.893253671871450479e+02 7.452368990976834766e+02 5.313630077274358428e+02
8.500000000000000000e+02 5.703801671092370462e+00 4.821438094030496302e+01 3.740619109888369280e+02 7.260921788507512247e+02 4.574015198198026724e+02 5.703801671092370462e+00 4.821438094030496302e+01 3.740619109888369280e+02 7.260921788507512247e+02 4.574015198198026724e+02
9.000000000000000000e+02 5.842369787422279082e+00 4.260201855294619833e+01 3.578472725957756779e+02 7.031604028247073757e+02 3.857434438664386107e+02 5.842369787422279082e+00 4.260201855294619833e+01 3.578472725957756779e+02 7.031604028247073757e+02 3.857434438664386107e+02
9.500000000000000000e+02 5.945192666704920192e+00 3.768348490223797853e+01 3.403144791713004906e+02 6.768704959591333363e+02 3.189680346043869577e+02 5.945192666704920192e+00 3.768348490223797853e+01 3.403144791713004906e+02 6.768704959591333363e+02 3.189680346043869577e+02
1.000000000000000000e+03 5.991873872517905042e+00 3.337695644198894485e+01 3.218816430285790489e+02 6.496647163700790770e+02 2.612432603500005825e+02 5.991873872517905042e+00 3.337695644198894485e+01 3.218816430285790489e+02 6.496647163700790770e+02 2.612432603500005825e+02
1.050000000000000000e+03 5.932381358291240581e+00 2.950937200620002798e+01 3.035640362661210361e+02 6.239642807280565648e+02 2.143299740055483653e+02 5.932381358291240581e+00 2.950937200620002798e+01 3.035640362661210361e+02 6.239642807280565648e+02 2.143299740055483653e+02
1.100000000000000000e+03 5.719741636756784153e+00 2.606777445044056307e+01 2.859126655041480944e+02 6.003432770691008500e+02 1.767143806700420896e+02 5.719741636756784153e+00 2.606777445044056307e+01 2.859126655041480944e+02 6.003432770691008500e+02 1.767143806700420896e+02
1.150000000000000000e+03 5.347308350885353612e+00 2.309551487085482790e+01 2.686909982508036592e+02 5.784507088128768828e+02 1.462191490724057985e+02 5.347308350885353612e+00 2.309551487085482790e+01 2.686909982508036592e+02 5.784507088128768828e+02 1.462191490724057985e+02
1.200000000000000000e+03 4.848350057150638825e+00 2.061266073771579599e+01 2.515180621468686581e+02 5.578396517872361073e+02 1.212720965326166151e+02 4.848350057150638825e+00 2.061266073771579599e+01 2.515180621468686581e+02 5.578396517872361073e+02 1.212720965326166151e+02
1.250000000000000000e+03 4.275995850369992191e+00 1.857120545650859356e+01 2.343178398498556874e+02 5.383437247536952555e+02 1.008553061558764341e+02 4.275995850369992191e+00 1.857120545650859356e+01 2.343178398498556874e+02 5.383437247536952555e+02 1.008553061558764341e+02
1.300000000000000000e+03 3.681755844258543409e+00 1.688395231650557449e+01 2.172177162868902656e+02 5.199703649449971863e+02 8.412547739852897166e+01 3.681755844258543409e+00 1.688395231650557449e+01 2.172177162868902656e+02 5.199703649449971863e+02 8.412547739852897166e+01
1.350000000000000000e+03 3.107701336728292851e+00 1.546897756174825034e+01 2.003850428603548153e+02 5.026888262970103938e+02 7.034683109290219249e+01 3.107701336728292851e+00 1.546897756174825034e+01 2.003850428603548153e+02 5.026888262970103938e+02 7.034683109290219249e+01
1.400000000000000000e+03 2.584920861752034060e+00 1.426705966097592082e+01 1.839782589196977085e+02 4.863846033130463411e+02 5.892727598702781933e+01 2.584920861752034060e+00 1.426705966097592082e+01 1.839782589196977085e+02 4.863846033130463411e+02 5.892727598702781933e+01
1.450000000000000000e+03 2.133512738775883211e+00 1.324895087093429247e+01 1.681881144982343130e+02 4.709367677933587402e+02 4.944436515045914149e+01 2.133512738775883211e+00 1.324895087093429247e+01 1.681881144982343130e+02 4.709367677933587402e+02 4.944436515045914149e+01
1.500000000000000000e+03 1.763921115811821316e+00 1.242037008350543736e+01 1.532453068779654473e+02 4.562988138250951238e+02 4.161978700907758366e+01 1.763921115811821316e+00 1.242037008350543736e+01 1.532453068779654473e+02 4.562988138250951238e+02 4.161978700907758366e+01
1.550000000000000000e+03 1.477988437378612741e+00 1.180176933047245313e+01 1.391551301663013476e+02 4.423238278073843617e+02 3.518217358182124599e+01 1.477988437378612741e+00 1.180176933047245313e+01 1.391551301663013476e+02 4.423238278073843617e+02 3.518217358182124599e+01
1.600000000000000000e+03 1.267581090230231800e+00 1.135890838459940078e+01 1.255683227479728288e+02 4.286041336134356925e+02 2.987211884577040877e+01 1.267581090230231800e+00 1.135890838459940078e+01 1.255683227479728288e+02 4.286041336134356925e+02 2.987211884577040877e+01
1.650000000000000000e+03 1.117837969200313974e+00 1.101693323885736575e+01 1.122353349444711057e+02 4.147260293341281567e+02 2.552113355098821756e+01 1.117837969200313974e+00 1.101693323885736575e+01 1.122353349444711057e+02 4.147260293341281567e+02 2.552113355098821756e+01
1.700000000000000000e+03 1.012454287302728018e+00 1.072024360616364191e+01 9.944449720053640362e+01 4.005410048728854804e+02 2.196934366507415604e+01 1.012454287302728018e+00 1.072024360616364191e+01 9.944449720053640362e+01 4.005410048728854804e+02 2.196934366507415604e+01
