# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.937592311949587559e-02 5.163169414096242917e+02 1.437262626144608839e+04 2.057497468726146594e+07 9.196442614715975523e+07 5.937592311949587559e-02 5.163169414096242917e+02 1.437262626144608839e+04 2.057497468726146594e+07 9.196442614715975523e+07
5.000000000000000000e+01 2.979444098640735561e-01 1.997343619766080228e+05 1.315465957222755605e+04 9.973621460245986236e+05 3.518846305957850069e+07 2.979444098640735561e-01 1.997343619766080228e+05 1.315465957222755605e+04 9.973621460245986236e+05 3.518846305957850069e+07
1.000000000000000000e+02 2.084987997904110685e-02 4.950374032997545146e+04 2.661222546392057211e+03 8.516497126996160659e+04 2.660002506867791340e+07 2.084987997904110685e-02 4.950374032997545146e+04 2.661222546392057211e+03 8.516497126996160659e+04 2.660002506867791340e+07
1.500000000000000000e+02 3.791733467500916707e-03 2.429352726100849031e+04 2.627860975983560820e+03 8.255781464680576755e+04 2.499565624697055668e+07 3.791733467500916707e-03 2.429352726100849031e+04 2.627860975983560820e+03 8.255781464680576755e+04 2.499565624697055668e+07
2.000000000000000000e+02 2.585605312882272434e-04 1.605053623637259261e+04 2.624248513886885576e+03 8.219305708823892928e+04 2.474835883934603259e+07 2.585605312882272434e-04 1.605053623637259261e+04 2.624248513886885576e+03 8.219305708823892928e+04 2.474835883934603259e+07
2.500000000000000000e+02 1.128336149312302288e-03 1.196528378603573583e+04 2.618768894644382272e+03 8.219043965422903420e+04 2.472080008379017189e+07 1.128336149312302288e-03 1.196528378603573583e+04 2.618768894644382272e+03 8.219043965422903420e+04 2.472080008379017189e+07
3.000000000000000000e+02 4.130201980399749243e-03 9.655980884785853050e+03 2.576812974106661841e+03 8.201082602090561704e+04 2.471059881115130708e+07 4.130201980399749243e-03 9.655980884785853050e+03 2.576812974106661841e+03 8.201082602090561704e+04 2.471059881115130708e+07
3.500000000000000000e+02 7.547481213424671147e-03 8.330378612633276134e+03 2.593860647706478630e+03 8.199242615166990436e+04 2.469936263074702024e+07 7.547481213424671147e-03 8.330378612633276134e+03 2.593860647706478630e+03 8.199242615166990436e+04 2.469936263074702024e+07
4.000000000000000000e+02 1.143210606820434412e-02 7.532157559904686423e+03 2.615739179043844160e+03 8.197598433578593540e+04 2.466748427577024326e+07 1.143210606820434412e-02 7.532157559904686423e+03 2.615739179043844160e+03 8.197598433578593540e+04 2.466748427577024326e+07
4.500000000000000000e+02 2.282898149472017621e-02 6.848334890557266590e+03 2.670709993497731375e+03 8.421745648850878933e+04 2.451258502459339052e+07 2.282898149472017621e-02 6.848334890557266590e+03 2.670709993497731375e+03 8.421745648850878933e+04 2.451258502459339052e+07
5.000000000000000000e+02 4.362931052446516328e-02 7.287067804393588631e+03 1.112702204237500700e+04 8.602123975226834591e+04 2.231898811949450895e+07 4.362931052446516328e-02 7.287067804393588631e+03 1.112702204237500700e+04 8.602123975226834591e+04 2.231898811949450895e+07
5.500000000000000000e+02 2.245829281958693774e-03 7.220769376958533030e+03 3.080284939650636716e+03 6.953660327676495945e+04 8.057437628858814016e+06 2.245829281958693774e-03 7.220769376958533030e+03 3.080284939650636716e+03 6.953660327676495945e+04 8.057437628858814016e+06
6.000000000000000000e+02 7.708928972342030984e-03 1.349513804424721275e+04 3.953964559710937010e+03 1.809611229977308540e+04 2.351118549293653108e+06 7.708928972342030984e-03 1.349513804424721275e+04 3.953964559710937010e+03 1.809611229977308540e+04 2.351118549293653108e+06
6.500000000000000000e+02 4.894986182438496210e-03 1.449538174220778274e+04 2.863678678028613376e+03 1.070516378552298738e+04 1.382432542578069959e+06 4.894986182438496210e-03 1.449538174220778274e+04 2.863678678028613376e+03 1.070516378552298738e+04 1.382432542578069959e+06
7.000000000000000000e+02 2.047126361018485746e-03 9.391642455562832765e+03 1.058572951902542172e+03 1.373849776242101507e+04 8.354349900272965897e+05 2.047126361018485746e-03 9.391642455562832765e+03 1.058572951902542172e+03 1.373849776242101507e+04 8.354349900272965897e+05
7.500000000000000000e+02 1.198648418415102770e-03 1.217921592449286436e+04 8.155160696451656577e+02 9.196448974816958071e+03 5.210397693239779910e+05 1.198648418415102770e-03 1.217921592449286436e+04 8.155160696451656577e+02 9.196448974816958071e+03 5.210397693239779910e+05
8.000000000000000000e+02 8.098667488376871861e-04 1.011902044486500017e+04 8.354177596982963223e+02 1.175767137967058079e+04 2.894915777408846188e+05 8.098667488376871861e-04 1.011902044486500017e+04 8.354177596982963223e+02 1.175767137967058079e+04 2.894915777408846188e+05
8.500000000000000000e+02 7.357345952073292110e-04 1.066197952652137974e+04 7.384329145300991968e+02 1.150558527518450865e+04 1.761115579517949081e+05 7.357345952073292110e-04 1.066197952652137974e+04 7.384329145300991968e+02 1.150558527518450865e+04 1.761115579517949081e+05
9.000000000000000000e+02 8.636167645733409384e-04 1.084791271614030848e+04 7.111700283565143081e+02 1.168692761599671212e+04 1.332526734457425191e+05 8.636167645733409384e-04 1.084791271614030848e+04 7.111700283565143081e+02 1.168692761599671212e+04 1.332526734457425191e+05
9.500000000000000000e+02 7.228413826863341191e-04 1.077847300096087929e+04 7.638064602574861510e+02 1.336756437185653158e+04 9.672725783463766857e+04 7.228413826863341191e-04 1.077847300096087929e+04 7.638064602574861510e+02 1.336756437185653158e+04 9.672725783463766857e+04
1.000000000000000000e+03 6.838273621613280779e-04 1.081748752914365105e+04 7.982440245463745896e+02 1.394055414176785416e+04 7.938904524007116561e+04 6.838273621613280779e-04 1.081748752914365105e+04 7.982440245463745896e+02 1.394055414176785416e+04 7.938904524007116561e+04
1.050000000000000000e+03 6.475030663801067173e-04 1.082467246490642719e+04 8.272660086905104890e+02 1.432725623656503922e+04 6.774351694677694468e+04 6.475030663801067173e-04 1.082467246490642719e+04 8.272660086905104890e+02 1.432725623656503922e+04 6.774351694677694468e+04
1.100000000000000000e+03 6.182793922039513980e-04 1.081474761406118705e+04 8.504515256691554441e+02 1.452307658066632757e+04 5.902222462604927568e+04 6.182793922039513980e-04 1.081474761406118705e+04 8.504515256691554441e+02 1.452307658066632757e+04 5.902222462604927568e+04
