0 [6.00e+01]
50 [6.01e+01]
100 [6.01e+01]
150 [6.02e+01]
200 [6.03e+01]
250 [6.03e+01]
300 [6.04e+01]
350 [6.04e+01]
400 [6.05e+01]
450 [6.05e+01]
500 [6.06e+01]
550 [6.06e+01]
600 [6.06e+01]
650 [6.05e+01]
700 [6.04e+01]
750 [6.04e+01]
800 [6.03e+01]
850 [6.02e+01]
900 [6.01e+01]
950 [6.01e+01]
1000 [6.00e+01]
1050 [5.99e+01]
1100 [5.99e+01]
1150 [5.98e+01]
1200 [5.97e+01]
1250 [5.97e+01]
1300 [5.96e+01]
1350 [5.95e+01]
1400 [5.95e+01]
1450 [5.94e+01]
1500 [5.94e+01]
1550 [5.93e+01]
1600 [5.92e+01]
1650 [5.92e+01]
1700 [5.91e+01]
1750 [5.91e+01]
1800 [5.90e+01]
1850 [5.90e+01]
1900 [5.89e+01]
1950 [5.88e+01]
2000 [5.88e+01]
2050 [5.87e+01]
2100 [5.87e+01]
2150 [5.86e+01]
2200 [5.86e+01]
2250 [5.85e+01]
2300 [5.85e+01]
2350 [5.84e+01]
2400 [5.83e+01]
2450 [5.83e+01]
2500 [5.82e+01]
2550 [5.82e+01]
2600 [5.81e+01]
2650 [5.81e+01]
2700 [5.80e+01]
2750 [5.80e+01]
2800 [5.79e+01]
2850 [5.79e+01]
2900 [5.78e+01]
2950 [5.78e+01]
3000 [5.77e+01]
3050 [5.76e+01]
3100 [5.76e+01]
3150 [5.75e+01]
3200 [5.75e+01]
3250 [5.74e+01]
3300 [5.74e+01]
3350 [5.73e+01]
3400 [5.73e+01]
3450 [5.72e+01]
3500 [5.72e+01]
3550 [5.71e+01]
3600 [5.71e+01]
3650 [5.70e+01]
3700 [5.70e+01]
3750 [5.69e+01]
3800 [5.69e+01]
3850 [5.68e+01]
3900 [5.67e+01]
3950 [5.67e+01]
4000 [5.66e+01]
4050 [5.66e+01]
4100 [5.65e+01]
4150 [5.65e+01]
4200 [5.64e+01]
4250 [5.64e+01]
4300 [5.63e+01]
4350 [5.63e+01]
4400 [5.62e+01]
4450 [5.62e+01]
4500 [5.61e+01]
4550 [5.61e+01]
4600 [5.60e+01]
4650 [5.60e+01]
4700 [5.59e+01]
4750 [5.59e+01]
4800 [5.58e+01]
4850 [5.58e+01]
4900 [5.57e+01]
4950 [5.57e+01]
5000 [5.56e+01]
5050 [5.55e+01]
5100 [5.55e+01]
5150 [5.54e+01]
5200 [5.54e+01]
5250 [5.53e+01]
5300 [5.53e+01]
5350 [5.52e+01]
5400 [5.52e+01]
5450 [5.51e+01]
5500 [5.51e+01]
5550 [5.50e+01]
5600 [5.50e+01]
5650 [5.49e+01]
5700 [5.49e+01]
5750 [5.48e+01]
5800 [5.48e+01]
5850 [5.47e+01]
5900 [5.47e+01]
5950 [5.46e+01]
6000 [5.46e+01]
6050 [5.45e+01]
6100 [5.45e+01]
6150 [5.44e+01]
6200 [5.43e+01]
6250 [5.43e+01]
6300 [5.42e+01]
6350 [5.42e+01]
6400 [5.41e+01]
6450 [5.41e+01]
6500 [5.40e+01]
6550 [5.40e+01]
6600 [5.39e+01]
6650 [5.39e+01]
6700 [5.38e+01]
6750 [5.38e+01]
6800 [5.37e+01]
6850 [5.37e+01]
6900 [5.36e+01]
6950 [5.36e+01]
7000 [5.35e+01]
7050 [5.35e+01]
7100 [5.34e+01]
7150 [5.34e+01]
7200 [5.33e+01]
7250 [5.33e+01]
7300 [5.32e+01]
7350 [5.32e+01]
7400 [5.31e+01]
7450 [5.31e+01]
7500 [5.30e+01]
7550 [5.30e+01]
7600 [5.29e+01]
7650 [5.28e+01]
7700 [5.28e+01]
7750 [5.27e+01]
7800 [5.27e+01]
7850 [5.26e+01]
7900 [5.26e+01]
7950 [5.25e+01]
8000 [5.25e+01]
8050 [5.24e+01]
8100 [5.24e+01]
8150 [5.23e+01]
8200 [5.23e+01]
8250 [5.22e+01]
8300 [5.22e+01]
8350 [5.21e+01]
8400 [5.21e+01]
8450 [5.20e+01]
8500 [5.20e+01]
8550 [5.19e+01]
8600 [5.19e+01]
8650 [5.18e+01]
8700 [5.18e+01]
8750 [5.17e+01]
8800 [5.17e+01]
8850 [5.16e+01]
8900 [5.16e+01]
8950 [5.15e+01]
9000 [5.15e+01]
9050 [5.14e+01]
9100 [5.14e+01]
9150 [5.13e+01]
9200 [5.13e+01]
9250 [5.12e+01]
9300 [5.12e+01]
9350 [5.11e+01]
9400 [5.10e+01]
9450 [5.10e+01]
9500 [5.09e+01]
9550 [5.09e+01]
9600 [5.08e+01]
9650 [5.08e+01]
9700 [5.07e+01]
9750 [5.07e+01]
9800 [5.06e+01]
9850 [5.06e+01]
9900 [5.05e+01]
9950 [5.05e+01]
10000 [5.04e+01]
10050 [5.04e+01]
10100 [5.03e+01]
10150 [5.03e+01]
10200 [5.02e+01]
10250 [5.02e+01]
10300 [5.01e+01]
10350 [5.01e+01]
10400 [5.00e+01]
10450 [5.00e+01]
10500 [4.99e+01]
10550 [4.99e+01]
10600 [4.98e+01]
10650 [4.98e+01]
10700 [4.97e+01]
10750 [4.97e+01]
10800 [4.96e+01]
10850 [4.96e+01]
10900 [4.95e+01]
10950 [4.95e+01]
11000 [4.94e+01]
11050 [4.94e+01]
11100 [4.93e+01]
11150 [4.93e+01]
11200 [4.92e+01]
11250 [4.92e+01]
11300 [4.91e+01]
11350 [4.91e+01]
11400 [4.90e+01]
11450 [4.90e+01]
11500 [4.89e+01]
11550 [4.89e+01]
11600 [4.88e+01]
11650 [4.87e+01]
11700 [4.87e+01]
11750 [4.86e+01]
11800 [4.86e+01]
11850 [4.85e+01]
11900 [4.85e+01]
11950 [4.84e+01]
12000 [4.84e+01]
12050 [4.83e+01]
12100 [4.83e+01]
12150 [4.82e+01]
12200 [4.82e+01]
12250 [4.81e+01]
12300 [4.81e+01]
12350 [4.80e+01]
12400 [4.80e+01]
12450 [4.79e+01]
12500 [4.79e+01]
12550 [4.78e+01]
12600 [4.78e+01]
12650 [4.77e+01]
12700 [4.77e+01]
12750 [4.76e+01]
12800 [4.76e+01]
12850 [4.75e+01]
12900 [4.75e+01]
12950 [4.74e+01]
13000 [4.74e+01]
13050 [4.73e+01]
13100 [4.73e+01]
13150 [4.72e+01]
13200 [4.72e+01]
13250 [4.71e+01]
13300 [4.71e+01]
13350 [4.70e+01]
13400 [4.70e+01]
