# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.917278430974538139e+01 1.419808630610575328e-01 1.338665905240409302e+03 6.917278430974538139e+01 1.419808630610575328e-01 1.338665905240409302e+03
5.000000000000000000e+01 5.856311115848967574e+01 1.345160657617956723e-01 4.084109416887303468e+01 5.856311115848967574e+01 1.345160657617956723e-01 4.084109416887303468e+01
1.000000000000000000e+02 4.635158484195191164e+01 1.075090269848924807e-01 1.599801516587930550e+01 4.635158484195191164e+01 1.075090269848924807e-01 1.599801516587930550e+01
1.500000000000000000e+02 3.624394486640664326e+01 8.113702981186785013e-02 9.581784943456639780e+00 3.624394486640664326e+01 8.113702981186785013e-02 9.581784943456639780e+00
2.000000000000000000e+02 2.834512527834459661e+01 6.096267898277569347e-02 6.033081829881741243e+00 2.834512527834459661e+01 6.096267898277569347e-02 6.033081829881741243e+00
2.500000000000000000e+02 1.900276255530465974e+01 4.476571667930090426e-02 3.678877390449040163e+00 1.900276255530465974e+01 4.476571667930090426e-02 3.678877390449040163e+00
3.000000000000000000e+02 7.383422059863691267e+00 3.249861857391517228e-02 2.195841411120766473e+00 7.383422059863691267e+00 3.249861857391517228e-02 2.195841411120766473e+00
3.500000000000000000e+02 6.430049817238693954e+00 2.991909616606680880e-02 1.231331310835084292e+00 6.430049817238693954e+00 2.991909616606680880e-02 1.231331310835084292e+00
4.000000000000000000e+02 5.731806507963491448e+00 2.874602059891974079e-02 7.535564108779266856e-01 5.731806507963491448e+00 2.874602059891974079e-02 7.535564108779266856e-01
4.500000000000000000e+02 5.143527013187521035e+00 2.813530375084758589e-02 5.305320869805909556e-01 5.143527013187521035e+00 2.813530375084758589e-02 5.305320869805909556e-01
5.000000000000000000e+02 4.647436577732495522e+00 2.783355138968486228e-02 4.264171796710125584e-01 4.647436577732495522e+00 2.783355138968486228e-02 4.264171796710125584e-01
5.500000000000000000e+02 4.226366884984320116e+00 2.765498483696219451e-02 3.755419162131313771e-01 4.226366884984320116e+00 2.765498483696219451e-02 3.755419162131313771e-01
6.000000000000000000e+02 3.865079259250821853e+00 2.750764680329677650e-02 3.480624949303101623e-01 3.865079259250821853e+00 2.750764680329677650e-02 3.480624949303101623e-01
6.500000000000000000e+02 3.551819180975616774e+00 2.735840002020721931e-02 3.310032182437431247e-01 3.551819180975616774e+00 2.735840002020721931e-02 3.310032182437431247e-01
7.000000000000000000e+02 3.278680671048722850e+00 2.721027922949930886e-02 3.187868216974902857e-01 3.278680671048722850e+00 2.721027922949930886e-02 3.187868216974902857e-01
7.500000000000000000e+02 3.040392613773613473e+00 2.708550417488648013e-02 3.089613016570348369e-01 3.040392613773613473e+00 2.708550417488648013e-02 3.089613016570348369e-01
8.000000000000000000e+02 2.832515949492384610e+00 2.701088104621984787e-02 3.003898543453744630e-01 2.832515949492384610e+00 2.701088104621984787e-02 3.003898543453744630e-01
8.500000000000000000e+02 2.650413783863332817e+00 2.700606721199351468e-02 2.925044619402613622e-01 2.650413783863332817e+00 2.700606721199351468e-02 2.925044619402613622e-01
9.000000000000000000e+02 2.489352353826180586e+00 2.707720709110972637e-02 2.849946829729795295e-01 2.489352353826180586e+00 2.707720709110972637e-02 2.849946829729795295e-01
9.500000000000000000e+02 2.345044122059384950e+00 2.721638445704249384e-02 2.776735677853258144e-01 2.345044122059384950e+00 2.721638445704249384e-02 2.776735677853258144e-01
1.000000000000000000e+03 2.214003707704862212e+00 2.740471297103900736e-02 2.704191810123923734e-01 2.214003707704862212e+00 2.740471297103900736e-02 2.704191810123923734e-01
1.050000000000000000e+03 2.093598708820513021e+00 2.761662907587386986e-02 2.631491145852357660e-01 2.093598708820513021e+00 2.761662907587386986e-02 2.631491145852357660e-01
1.100000000000000000e+03 1.981918473238862610e+00 2.782410481989167420e-02 2.558082640424692578e-01 1.981918473238862610e+00 2.782410481989167420e-02 2.558082640424692578e-01
1.150000000000000000e+03 1.877584915311673264e+00 2.800039856061292340e-02 2.483614530982350965e-01 1.877584915311673264e+00 2.800039856061292340e-02 2.483614530982350965e-01
1.200000000000000000e+03 1.779575884224457782e+00 2.812322990875051540e-02 2.407881785245233330e-01 1.779575884224457782e+00 2.812322990875051540e-02 2.407881785245233330e-01
1.250000000000000000e+03 1.687090469680605054e+00 2.817715219850984096e-02 2.330788470803713819e-01 1.687090469680605054e+00 2.817715219850984096e-02 2.330788470803713819e-01
1.300000000000000000e+03 1.599461189486006019e+00 2.815472145437104834e-02 2.252322959431051763e-01 1.599461189486006019e+00 2.815472145437104834e-02 2.252322959431051763e-01
1.350000000000000000e+03 1.516104564098900376e+00 2.805611819023791018e-02 2.172543279909457392e-01 1.516104564098900376e+00 2.805611819023791018e-02 2.172543279909457392e-01
1.400000000000000000e+03 1.436496065523833021e+00 2.788728249576072696e-02 2.091568826782954638e-01 1.436496065523833021e+00 2.788728249576072696e-02 2.091568826782954638e-01
1.450000000000000000e+03 1.360156676313751589e+00 2.765714899217536563e-02 2.009574105215466144e-01 1.360156676313751589e+00 2.765714899217536563e-02 2.009574105215466144e-01
1.500000000000000000e+03 1.286644150457361135e+00 2.737480396839709826e-02 1.926780651803133293e-01 1.286644150457361135e+00 2.737480396839709826e-02 1.926780651803133293e-01
1.550000000000000000e+03 1.215548900336272276e+00 2.704715290568590613e-02 1.843444644846206071e-01 1.215548900336272276e+00 2.704715290568590613e-02 1.843444644846206071e-01
1.600000000000000000e+03 1.146499182458719179e+00 2.667722460829247827e-02 1.759839412837518324e-01 1.146499182458719179e+00 2.667722460829247827e-02 1.759839412837518324e-01
1.650000000000000000e+03 1.079180637514059127e+00 2.626299604071916094e-02 1.676233573529627707e-01 1.079180637514059127e+00 2.626299604071916094e-02 1.676233573529627707e-01
1.700000000000000000e+03 1.013368798341649724e+00 2.579715003287387509e-02 1.592867326672282591e-01 1.013368798341649724e+00 2.579715003287387509e-02 1.592867326672282591e-01
1.750000000000000000e+03 9.489734251650850938e-01 2.527072503043527318e-02 1.509933616699669356e-01 9.489734251650850938e-01 2.527072503043527318e-02 1.509933616699669356e-01
1.800000000000000000e+03 8.861812884244346655e-01 2.469086331129101766e-02 1.427582042346323410e-01 8.861812884244346655e-01 2.469086331129101766e-02 1.427582042346323410e-01
1.850000000000000000e+03 8.258244313989560048e-01 2.412491505420120974e-02 1.345975309766135608e-01 8.258244313989560048e-01 2.412491505420120974e-02 1.345975309766135608e-01
1.900000000000000000e+03 7.689821721758558493e-01 2.368560189691400197e-02 1.265390039049174020e-01 7.689821721758558493e-01 2.368560189691400197e-02 1.265390039049174020e-01
1.950000000000000000e+03 7.158445815673594170e-01 2.334986509646436864e-02 1.186334028093171122e-01 7.158445815673594170e-01 2.334986509646436864e-02 1.186334028093171122e-01
2.000000000000000000e+03 6.659933424200223939e-01 2.302588795576268957e-02 1.109428199739308507e-01 6.659933424200223939e-01 2.302588795576268957e-02 1.109428199739308507e-01
2.050000000000000000e+03 6.186611328835219803e-01 2.267143235208626817e-02 1.035135075538633070e-01 6.186611328835219803e-01 2.267143235208626817e-02 1.035135075538633070e-01
2.100000000000000000e+03 5.726491070270279815e-01 2.224250100181045242e-02 9.638079670208374305e-02 5.726491070270279815e-01 2.224250100181045242e-02 9.638079670208374305e-02
