# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.427668380737304688e+01 1.060356152343750000e+04 5.867023925781250000e+02 4.296679687500000000e+05 3.926089687500000000e+05 4.215132187500000000e+05 1.224140930175781250e+01 1.900197906494140625e+02 4.573700866699218750e+02 9.020312500000000000e+01 5.427668380737304688e+01 1.060356152343750000e+04 5.867023925781250000e+02 4.296679687500000000e+05 3.926089687500000000e+05 4.215132187500000000e+05 1.224140930175781250e+01 1.900197906494140625e+02 4.573700866699218750e+02 9.020312500000000000e+01
1.000000000000000000e+02 7.872214508056640625e+01 6.912276000976562500e+02 2.625011596679687500e+02 6.329276367187500000e+03 2.403624609375000000e+04 7.130211181640625000e+02 5.040706634521484375e+01 6.708170890808105469e+00 2.467454528808593750e+01 1.237152557373046875e+02 7.897711181640625000e+01 6.950195922851562500e+02 2.625901489257812500e+02 6.329276367187500000e+03 2.403624609375000000e+04 7.130211181640625000e+02 5.040706634521484375e+01 6.708170890808105469e+00 2.467454528808593750e+01 1.237152557373046875e+02
2.000000000000000000e+02 4.469107818603515625e+01 4.126470031738281250e+02 1.472682952880859375e+02 2.746084716796875000e+03 1.581806542968750000e+04 6.654208984375000000e+02 4.955795288085937500e+01 2.595135688781738281e+00 1.057968139648437500e+01 1.541634979248046875e+02 4.494053268432617188e+01 4.185384521484375000e+02 1.473117675781250000e+02 2.746084716796875000e+03 1.581806542968750000e+04 6.654208984375000000e+02 4.955795288085937500e+01 2.595135688781738281e+00 1.057968139648437500e+01 1.541634979248046875e+02
3.000000000000000000e+02 2.579929733276367188e+01 2.822898864746093750e+02 1.299873504638671875e+02 1.688472167968750000e+03 1.246498730468750000e+04 5.410756225585937500e+02 3.032105255126953125e+01 6.324957609176635742e-01 2.050449371337890625e+01 1.675015563964843750e+02 2.593120384216308594e+01 2.849598999023437500e+02 1.298421020507812500e+02 1.688472167968750000e+03 1.246498730468750000e+04 5.410756225585937500e+02 3.032105255126953125e+01 6.324957609176635742e-01 2.050449371337890625e+01 1.675015563964843750e+02
4.000000000000000000e+02 1.844358634948730469e+01 2.098812866210937500e+02 1.282245025634765625e+02 1.342004882812500000e+03 1.042420019531250000e+04 4.645727539062500000e+02 2.269196891784667969e+01 1.679101824760437012e+00 2.048908042907714844e+01 1.573609924316406250e+02 1.875354957580566406e+01 2.148451690673828125e+02 1.282025604248046875e+02 1.342004882812500000e+03 1.042420019531250000e+04 4.645727539062500000e+02 2.269196891784667969e+01 1.679101824760437012e+00 2.048908042907714844e+01 1.573609924316406250e+02
5.000000000000000000e+02 1.413370037078857422e+01 1.571827697753906250e+02 1.062098083496093750e+02 1.267954956054687500e+03 9.273165039062500000e+03 4.522344665527343750e+02 1.894381332397460938e+01 1.191471576690673828e+00 9.697767257690429688e+00 1.138703765869140625e+02 1.411934185028076172e+01 1.567040710449218750e+02 1.062190628051757812e+02 1.267954956054687500e+03 9.273165039062500000e+03 4.522344665527343750e+02 1.894381332397460938e+01 1.191471576690673828e+00 9.697767257690429688e+00 1.138703765869140625e+02
6.000000000000000000e+02 1.009514045715332031e+01 1.022277221679687500e+02 7.215123748779296875e+01 1.203897827148437500e+03 8.783657226562500000e+03 4.522787780761718750e+02 1.287267112731933594e+01 1.625011444091796875e+00 1.923322200775146484e+00 6.585621643066406250e+01 1.023003673553466797e+01 1.038970794677734375e+02 7.209272766113281250e+01 1.203897827148437500e+03 8.783657226562500000e+03 4.522787780761718750e+02 1.287267112731933594e+01 1.625011444091796875e+00 1.923322200775146484e+00 6.585621643066406250e+01
7.000000000000000000e+02 7.416703224182128906e+00 6.601985168457031250e+01 5.096508026123046875e+01 1.132693603515625000e+03 8.567616210937500000e+03 4.471270141601562500e+02 6.484605789184570312e+00 2.101608991622924805e+00 3.751431703567504883e-01 3.641969299316406250e+01 7.396957397460937500e+00 6.564610290527343750e+01 5.094305419921875000e+01 1.132693603515625000e+03 8.567616210937500000e+03 4.471270141601562500e+02 6.484605789184570312e+00 2.101608991622924805e+00 3.751431703567504883e-01 3.641969299316406250e+01
8.000000000000000000e+02 5.648476600646972656e+00 4.370729827880859375e+01 4.063082122802734375e+01 1.083023437500000000e+03 8.434035156250000000e+03 4.406332397460937500e+02 2.611828088760375977e+00 2.035495758056640625e+00 5.561796426773071289e-01 2.115644836425781250e+01 5.663827896118164062e+00 4.391661071777343750e+01 4.059639358520507812e+01 1.083023437500000000e+03 8.434035156250000000e+03 4.406332397460937500e+02 2.611828088760375977e+00 2.035495758056640625e+00 5.561796426773071289e-01 2.115644836425781250e+01
9.000000000000000000e+02 4.748061656951904297e+00 3.292683792114257812e+01 3.483464050292968750e+01 1.052109985351562500e+03 8.326245117187500000e+03 4.348752136230468750e+02 9.541069865226745605e-01 1.904959797859191895e+00 7.094686031341552734e-01 1.329551887512207031e+01 4.768466949462890625e+00 3.321972656250000000e+01 3.483214569091796875e+01 1.052109985351562500e+03 8.326245117187500000e+03 4.348752136230468750e+02 9.541069865226745605e-01 1.904959797859191895e+00 7.094686031341552734e-01 1.329551887512207031e+01
